epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.4927385747432709,9.999999747378752e-05,0.8292173743247986,0.5914179086685181,0.7149595618247986
1,0.5070539712905884,9.999999747378752e-05,0.7987869381904602,0.6697761416435242,0.68329918384552
2,0.5377593636512756,9.999999747378752e-05,0.7728921175003052,0.8115671873092651,0.6547446250915527
3,0.5775933861732483,9.999999747378752e-05,0.7424572110176086,0.8488805890083313,0.6258638501167297
4,0.6008298993110657,9.999999747378752e-05,0.7164865732192993,0.8731343150138855,0.5962618589401245
5,0.6213693022727966,9.999999747378752e-05,0.7025936841964722,0.8843283653259277,0.5679728984832764
6,0.6647303104400635,9.999999747378752e-05,0.6700005531311035,0.888059675693512,0.5404713153839111
7,0.6925311088562012,9.999999747378752e-05,0.649656355381012,0.891791045665741,0.5146597623825073
8,0.7168049812316895,9.999999747378752e-05,0.6314758658409119,0.8936567306518555,0.4914611577987671
9,0.7269709706306458,9.999999747378752e-05,0.6173757314682007,0.8973880410194397,0.47008436918258667
10,0.7483402490615845,9.999999747378752e-05,0.5948607325553894,0.8992537260055542,0.45081424713134766
11,0.7535269856452942,9.999999747378752e-05,0.5925668478012085,0.9029850959777832,0.434329628944397
12,0.770539402961731,9.999999747378752e-05,0.57053142786026,0.9029850959777832,0.42070338129997253
13,0.7817427515983582,9.999999747378752e-05,0.554808497428894,0.9011194109916687,0.4090798497200012
14,0.7773858904838562,9.999999747378752e-05,0.561593770980835,0.8973880410194397,0.40148842334747314
15,0.7981327772140503,9.999999747378752e-05,0.5402988791465759,0.8973880410194397,0.39436855912208557
16,0.7981327772140503,9.999999747378752e-05,0.5405833721160889,0.8973880410194397,0.3888941705226898
17,0.8016597628593445,9.999999747378752e-05,0.532748818397522,0.89552241563797,0.3850211203098297
18,0.8153526782989502,9.999999747378752e-05,0.5161243677139282,0.8936567306518555,0.38061609864234924
19,0.8128630518913269,9.999999747378752e-05,0.5217756032943726,0.89552241563797,0.37694886326789856
20,0.8151452541351318,9.999999747378752e-05,0.5137596130371094,0.8973880410194397,0.3741571605205536
21,0.8304979205131531,9.999999747378752e-05,0.4939945340156555,0.8992537260055542,0.37095147371292114
22,0.828423261642456,9.999999747378752e-05,0.4986575245857239,0.8992537260055542,0.36877429485321045
23,0.827178418636322,9.999999747378752e-05,0.4993608891963959,0.8992537260055542,0.36552172899246216
24,0.8313277959823608,9.999999747378752e-05,0.48234614729881287,0.8992537260055542,0.3630662262439728
25,0.8387966752052307,9.999999747378752e-05,0.4815368354320526,0.8992537260055542,0.3614424467086792
26,0.8358921408653259,9.999999747378752e-05,0.4832494854927063,0.8992537260055542,0.3601633906364441
27,0.8404564261436462,9.999999747378752e-05,0.4744570255279541,0.8992537260055542,0.35889801383018494
28,0.8468879461288452,9.999999747378752e-05,0.46303802728652954,0.8992537260055542,0.35846373438835144
29,0.8410788178443909,9.999999747378752e-05,0.4723895788192749,0.8992537260055542,0.3565661311149597
30,0.8441908955574036,9.999999747378752e-05,0.4648982882499695,0.8992537260055542,0.3542614281177521
31,0.8454356789588928,9.999999747378752e-05,0.4624699056148529,0.8992537260055542,0.35246989130973816
32,0.8464730381965637,9.999999747378752e-05,0.4574674665927887,0.8992537260055542,0.3504621684551239
33,0.8520746827125549,9.999999747378752e-05,0.4590808153152466,0.8973880410194397,0.34827008843421936
34,0.8516597747802734,9.999999747378752e-05,0.4511549174785614,0.8992537260055542,0.34750163555145264
35,0.851037323474884,9.999999747378752e-05,0.4533221423625946,0.9011194109916687,0.3481771647930145
36,0.8512448072433472,9.999999747378752e-05,0.4515099823474884,0.8992537260055542,0.3483321964740753
37,0.8524896502494812,9.999999747378752e-05,0.4433440864086151,0.9011194109916687,0.34652355313301086
38,0.8520746827125549,9.999999747378752e-05,0.4452921748161316,0.9029850959777832,0.34619686007499695
39,0.85663902759552,9.999999747378752e-05,0.44310539960861206,0.9029850959777832,0.3457450568675995
40,0.8529045581817627,9.999999747378752e-05,0.45462605357170105,0.9011194109916687,0.34407031536102295
41,0.8576763272285461,9.999999747378752e-05,0.445600301027298,0.9029850959777832,0.34410521388053894
42,0.8614107966423035,9.999999747378752e-05,0.433107852935791,0.9011194109916687,0.3430348038673401
43,0.8593360781669617,9.999999747378752e-05,0.4348226487636566,0.9011194109916687,0.34204593300819397
44,0.8599585294723511,9.999999747378752e-05,0.4342096745967865,0.9029850959777832,0.342459112405777
45,0.8620331883430481,9.999999747378752e-05,0.4281943440437317,0.9029850959777832,0.34183308482170105
46,0.8686721920967102,9.999999747378752e-05,0.42777788639068604,0.9011194109916687,0.33972764015197754
47,0.8616182804107666,9.999999747378752e-05,0.422567218542099,0.9011194109916687,0.3394671082496643
48,0.8616182804107666,9.999999747378752e-05,0.4338560104370117,0.9011194109916687,0.3365844786167145
49,0.8684647083282471,9.999999747378752e-05,0.4176012873649597,0.9011194109916687,0.33755531907081604
50,0.8636929392814636,9.999999747378752e-05,0.43133479356765747,0.9011194109916687,0.33755019307136536
51,0.8620331883430481,9.999999747378752e-05,0.4262275993824005,0.9011194109916687,0.3360306918621063
